Filename,Type,Image Size (MB),Image X,Image Y,DPI,(Center) Coordinate,Favorite,Continent,Bit color,Alpha,Hockey Team,User Tags
Cairo_000198.tiff,tiff,14.25,4032,3024,1200,,,Africa,32,Y,,"""""""Forest, Black and White, Vintage"""""""
Tokyo_000199.jpg,jpg,14.41,3264,2448,300,"35° 14' N, 140° 27' E",,Asia,24,,,"""""""Street, Concert, Night"""""""
Cairo_000200.arw,arw,42.42,2048,1536,600,"30.41003, 31.20772",,Africa,14,,,"""""""Sunrise, Abstract, Family, Food"""""""
Barcelona_000201.raw,raw,29.71,2048,1536,300,"41.08837, 2.41266",,Europe,14,,,"""""""Landscape, HDR"""""""
Paris_000202.cr2,cr2,17.43,4000,3000,600,"48° 31' N, 2° 10' E",,Europe,16,,,"""""""Forest, Wildlife"""""""
Cape_Town_000203.raw,raw,32.82,3264,2448,1200,"34° 03' S, 19° 34' E",,Africa,,Y,,"""""""Work, Concert, Architecture"""""""
Singapore_000204.jpeg,jpeg,18.72,3840,2160,150,"1.14570, 103.60114",,Asia,24,,,"""""""Family, Nature, Golden Hour, City"""""""
Sydney_000205.jpg,jpg,9.55,3264,2448,150,"34° 14' S, 151° 12' E",,Australia,32,Y,,"""""""Wildlife, Black and White"""""""
Mumbai_000206.arw,arw,26.31,6000,4000,300,"19° 52' N, 73° 03' E",,Asia,16,,Canadiens,"""""""Black and White, Sunrise, Landscape, Architecture"""""""
Sydney_000207.cr2,cr2,41.72,6000,4000,1200,"-34.28540, 151.00446",,,16,,,"""""""Wildlife, Forest"""""""
Cape_Town_000208.raw,raw,25.52,3840,2160,600,"34° 49' S, 18° 40' E",Yes,Africa,,,,"""""""Night, Forest"""""""
Barcelona_000209.cr2,cr2,15.22,4032,3024,300,"41° 15' N, 2° 34' E",,Europe,16,,,
Cairo_000210.nef,nef,18.31,5472,3648,1200,,,Africa,16,,,"""""""Sunset, Forest"""""""
Mumbai_000211.jpeg,jpeg,6.05,5472,3648,150,"19.25881, 73.20867",,Asia,32,,,"""""""Wedding, Holiday, Golden Hour, Panorama"""""""
Singapore_000212.tiff,tiff,18.28,3264,2448,600,"1.13229, 103.34683",,Asia,,,Oilers,"""""""Festival, Holiday"""""""
Mumbai_000213.tif,tif,23.96,3840,2160,300,"19.11160, 72.85199",,Asia,48,,,"""""""Holiday, Architecture, Street, Sports"""""""
Tokyo_000214.tiff,tiff,28.56,6000,4000,600,"35.47551, 139.43184",,Asia,24,,,"""""""Work, Landscape"""""""
Berlin_000215.nef,nef,34.86,3264,2448,600,"52° 51' N, 14° 13' E",,Europe,14,,,"""""""Architecture, Art, Black and White, Event"""""""
Berlin_000216.arw,arw,29.81,3840,2160,600,"52.04384, 13.16718",Yes,,16,,,"""""""Holiday, Landscape, Abstract"""""""
Rio_de_Janeiro_000217.png,png,23.03,3264,2448,72,"-22.68736, -43.10786",,,24,Y,,"""""""Golden Hour, Sunrise"""""""
Rio_de_Janeiro_000218.cr2,cr2,22.36,3840,2160,1200,"-23.08359, -43.58724",,South America,14,,,"""""""Macro, Golden Hour, Portrait"""""""
Vancouver_000219.tiff,tiff,29.5,4000,3000,300,"49° 47' N, 123° 27' W",,North America,,,Jets,"""""""Beach, Event, Travel, Panorama"""""""
Sydney_000220.tiff,tiff,24.73,1920,1080,300,"34° 58' S, 152° 53' E",,Australia,32,,,
Vancouver_000221.raw,raw,43.31,3264,2448,1200,"49° 22' N, 123° 17' W",,North America,16,,,"""""""Art, Forest, Travel, Event"""""""
Singapore_000222.tiff,tiff,33.9,5472,3648,1200,"1° 21' N, 104° 57' E",,Asia,24,Y,,
Cape_Town_000223.jpeg,jpeg,23.16,2048,1536,150,"-34.27017, 18.91527",,Africa,32,,,"""""""Landscape, Macro"""""""
Buenos_Aires_000224.cr2,cr2,34.24,4000,3000,1200,,Yes,South America,14,,,"""""""Wildlife"""""""
Sydney_000225.raw,raw,42.56,3264,2448,600,"-33.81754, 151.06924",,Australia,14,,,"""""""Mountain, Vacation"""""""
New_York_000226.tiff,tiff,20.47,3264,2448,600,"41.17400, -73.61381",,North America,24,,,"""""""Wildlife, Sunset, Festival, Macro"""""""
Tokyo_000227.png,png,15.87,3840,2160,150,"36° 50' N, 140° 48' E",,Asia,24,,,"""""""Golden Hour, Festival, City, Travel"""""""
Tokyo_000228.tiff,tiff,14.92,3264,2448,600,"35.62663, 139.35302",Yes,Asia,32,Y,,"""""""Travel, Mountain, Holiday"""""""
Buenos_Aires_000229.raw,raw,33.34,2048,1536,300,,,South America,,Y,Jets,"""""""City, Macro, Wedding, Event"""""""
Cape_Town_000230.tif,tif,14.44,2048,1536,1200,"34° 00' S, 18° 04' E",,Africa,48,,,"""""""Black and White"""""""
Cape_Town_000231.cr2,cr2,39.75,6000,4000,300,,,Africa,16,Y,,"""""""Forest"""""""
Tokyo_000232.cr2,cr2,37.17,4032,3024,300,"36° 58' N, 140° 51' E",,Asia,,,,"""""""Mountain"""""""
Buenos_Aires_000233.tiff,tiff,12.45,5472,3648,300,"-34.37897, -58.59470",,South America,32,,,"""""""City, Abstract, Blue Hour"""""""
Vancouver_000234.png,png,24.85,1920,1080,300,"50° 38' N, 123° 27' W",,,,,,"""""""Vintage"""""""
Paris_000235.png,png,16.31,3264,2448,96,"49° 29' N, 2° 49' E",,Europe,32,,Oilers,"""""""Nature"""""""
Mumbai_000236.jpeg,jpeg,23.39,6000,4000,150,"19° 04' N, 73° 03' E",,Asia,32,,,"""""""Architecture, Nature, Sunrise"""""""
Berlin_000237.cr2,cr2,35.04,4032,3024,300,"52.89554, 12.92057",Yes,Europe,16,,,"""""""Wildlife"""""""
Cairo_000238.jpg,jpg,7.5,3264,2448,72,"30.46332, 31.37624",,Africa,,Y,,"""""""Macro, Work, Landscape, Festival"""""""
Sydney_000239.raw,raw,28.07,2048,1536,600,"-34.23360, 151.51175",Yes,Australia,14,Y,Senators,"""""""Family, Work, Landscape"""""""
Mumbai_000240.png,png,13.4,2048,1536,72,"19° 29' N, 73° 32' E",,Asia,32,,,"""""""Sunset, Nature"""""""
Singapore_000241.arw,arw,39.42,4032,3024,1200,,,Asia,14,,Canucks,"""""""Black and White, Night, Sports, Food"""""""
London_000242.jpeg,jpeg,4.9,3264,2448,96,"51° 49' N, 1° 11' W",,,32,Y,,
London_000243.nef,nef,32.12,3264,2448,600,"51.60095, 0.04757",,Europe,,,,"""""""Art, Night, Wildlife, Macro, Abstract"""""""
London_000244.nef,nef,41.56,4000,3000,1200,"51.20613, -0.06824",,,14,Y,,
Buenos_Aires_000245.tif,tif,30.15,2048,1536,1200,"-34.67566, -58.68609",Yes,South America,32,Y,,"""""""Event, Panorama, Street"""""""
Berlin_000246.jpg,jpg,15.64,4032,3024,150,"52.26494, 12.93578",,Europe,24,Y,Leafs,"""""""City, Golden Hour"""""""
Paris_000247.png,png,20.35,6000,4000,300,"48.65826, 2.24066",,Europe,,,,"""""""Art, Event"""""""
New_York_000248.png,png,8.68,6000,4000,300,"41° 00' N, 74° 20' W",,,24,,,"""""""Golden Hour"""""""
London_000249.nef,nef,22.56,4000,3000,300,,,Europe,16,,,"""""""HDR, Travel"""""""
London_000250.jpeg,jpeg,5.57,2048,1536,72,"51° 06' N, 0° 09' W",,Europe,,,,"""""""Art, Landscape, Wildlife, Panorama"""""""
New_York_000251.tif,tif,23.37,3264,2448,1200,"40.77595, -74.20661",Yes,North America,24,Y,,"""""""Wedding, Event, Urban"""""""
Singapore_000252.jpeg,jpeg,6.59,3840,2160,96,"1.20485, 103.95489",,Asia,24,,,"""""""Holiday, Sports, Landscape, City, HDR"""""""
Vancouver_000253.tiff,tiff,26.6,5472,3648,600,"49.54393, -123.13695",,North America,24,,,"""""""Portrait, Wildlife, Panorama, Sunset"""""""
Rio_de_Janeiro_000254.raw,raw,41.39,4000,3000,600,"-22.65281, -42.77204",,South America,,,,
Singapore_000255.arw,arw,16.29,6000,4000,1200,"1° 29' N, 104° 55' E",,Asia,14,Y,,"""""""City, Blue Hour, Abstract, HDR, Golden Hour"""""""
Singapore_000256.png,png,20.63,4032,3024,96,"1° 03' N, 103° 36' E",,Asia,24,,,"""""""Family, Wildlife"""""""
Cape_Town_000257.tiff,tiff,28.64,4032,3024,1200,"34° 58' S, 19° 30' E",,Africa,32,,,"""""""Travel, Beach, Urban, Sports, Panorama"""""""
Tokyo_000258.tiff,tiff,18.15,2048,1536,300,"36° 13' N, 140° 16' E",Yes,,24,,,"""""""Travel, Holiday"""""""
Buenos_Aires_000259.jpg,jpg,6.97,6000,4000,72,"35° 12' S, 59° 53' W",,South America,32,,,
Mumbai_000260.png,png,12.95,1920,1080,72,,,Asia,24,,,"""""""Portrait"""""""
Tokyo_000261.tiff,tiff,34.23,5472,3648,1200,"36° 05' N, 140° 55' E",,Asia,32,,,"""""""Blue Hour, Golden Hour, Panorama"""""""
Barcelona_000262.raw,raw,19.28,1920,1080,1200,"41.25246, 1.78340",,Europe,16,,,"""""""Panorama, Work, Art, Festival"""""""
Sydney_000263.jpg,jpg,22.15,1920,1080,96,"34° 46' S, 151° 14' E",,Australia,,,,"""""""Sports"""""""
Los_Angeles_000264.nef,nef,37.55,6000,4000,600,"33.94800, -118.55014",,North America,,,,"""""""Night, Beach"""""""
New_York_000265.png,png,6.46,5472,3648,300,"41.09050, -74.33529",,North America,24,,Flames,"""""""Holiday, Concert, Wildlife, Street, Family"""""""
Sydney_000266.arw,arw,44.15,6000,4000,300,"-33.49171, 151.37259",,Australia,16,,,"""""""Panorama, Abstract, Vacation, Wildlife"""""""
Tokyo_000267.png,png,11.08,4032,3024,300,"35.55629, 139.75028",,Asia,24,,,"""""""Sports"""""""
London_000268.arw,arw,33.67,4032,3024,1200,"52° 28' N, 0° 05' W",,Europe,,Y,,"""""""Panorama, Beach, Travel, Food"""""""
Tokyo_000269.cr2,cr2,42.26,3840,2160,1200,"35.76312, 139.99157",,Asia,,,,"""""""Abstract, Wedding, Urban, Festival, Vacation"""""""
Barcelona_000270.arw,arw,35.88,6000,4000,300,"41° 07' N, 2° 07' E",,Europe,14,,,"""""""Abstract, Travel, Holiday, Street, Family"""""""
Los_Angeles_000271.tif,tif,24.83,4032,3024,600,"34.40914, -117.77702",,North America,48,,,"""""""Urban, Sunrise"""""""
Berlin_000272.tif,tif,23.63,6000,4000,600,"53° 00' N, 14° 43' E",,Europe,32,,,"""""""Black and White, Urban"""""""
Sydney_000273.tiff,tiff,10.86,3840,2160,300,"34° 08' S, 151° 56' E",,Australia,,,,"""""""Sports, Wildlife"""""""
Rio_de_Janeiro_000274.arw,arw,27.89,4000,3000,300,"-22.68728, -43.19403",Yes,South America,14,,,
Paris_000275.arw,arw,19.53,4032,3024,300,"49° 03' N, 2° 04' E",Yes,Europe,14,Y,Oilers,"""""""Urban, Panorama, Vacation, Travel"""""""
Barcelona_000276.jpeg,jpeg,17.13,6000,4000,150,"41.69887, 1.79451",,,24,Y,,"""""""Forest, Vintage, Wildlife"""""""
Sydney_000277.nef,nef,33.54,2048,1536,1200,"33° 21' S, 151° 12' E",,Australia,,Y,,"""""""Food, Architecture, Macro, HDR"""""""
New_York_000278.nef,nef,32.94,4032,3024,300,"41° 19' N, 74° 46' W",,North America,16,Y,Blackhawks,
Barcelona_000279.nef,nef,18.08,6000,4000,600,"41.32430, 2.22809",Yes,Europe,14,Y,,"""""""Travel, Wildlife, Concert, Portrait, Architecture"""""""
London_000280.raw,raw,40.57,3264,2448,300,"51.45418, 0.15235",,Europe,16,,,
Vancouver_000281.png,png,7.36,3264,2448,72,"50° 55' N, 123° 54' W",,North America,32,,,"""""""Abstract, Panorama, Black and White, Nature"""""""
Cairo_000282.nef,nef,30.92,4000,3000,600,"30° 19' N, 31° 33' E",,Africa,14,Y,,"""""""Mountain, Sports, Panorama, Art, Work"""""""
Mumbai_000283.png,png,24.38,6000,4000,300,"19° 55' N, 73° 55' E",,Asia,,Y,,"""""""Holiday, Art"""""""
Singapore_000284.nef,nef,38.52,3264,2448,600,"1.71019, 103.45650",Yes,Asia,16,,,
Berlin_000285.tif,tif,28.58,5472,3648,600,,,Europe,24,,,"""""""Wedding, Blue Hour, Work, Vacation"""""""
Singapore_000286.jpeg,jpeg,16.96,1920,1080,300,"1.36587, 104.19558",,Asia,32,,,"""""""Macro"""""""
Mumbai_000287.tif,tif,15.12,3840,2160,300,"18.77392, 72.49927",,Asia,24,,,"""""""Food, Macro, Sunrise, Event"""""""
Vancouver_000288.nef,nef,29.55,3264,2448,600,"49° 44' N, 123° 23' W",,North America,14,,,"""""""Art, Food, Sunset, Work"""""""
Berlin_000289.jpg,jpg,18.5,2048,1536,72,"53° 10' N, 13° 57' E",,Europe,,Y,,"""""""Mountain, Wildlife"""""""
New_York_000290.raw,raw,22.9,6000,4000,300,"40.98823, -73.53463",,North America,16,,,"""""""Food, Panorama, Mountain"""""""
Cairo_000291.png,png,1.83,5472,3648,72,"30° 06' N, 31° 37' E",Yes,Africa,32,,,"""""""Macro, Architecture, Forest, HDR"""""""
Vancouver_000292.jpg,jpg,5.9,4000,3000,72,"50° 01' N, 124° 14' W",,North America,32,,,"""""""City, Concert"""""""
Paris_000293.nef,nef,27.95,5472,3648,1200,"48.83474, 2.59596",,Europe,14,,,"""""""Panorama, Macro, Family"""""""
Rio_de_Janeiro_000294.jpeg,jpeg,2.72,4032,3024,150,"-23.09862, -43.65163",,South America,32,Y,Bruins,"""""""Beach"""""""
Mumbai_000295.tif,tif,22.25,4000,3000,1200,"19.33421, 73.27889",,Asia,24,,Rangers,"""""""Vacation, Event, Street, Concert, Mountain"""""""
Mumbai_000296.tif,tif,10.08,1920,1080,300,"19° 35' N, 73° 47' E",,Asia,24,,,"""""""Golden Hour, Black and White, Festival, Urban"""""""
Sydney_000297.tif,tif,12.09,4032,3024,1200,,,Australia,24,Y,,"""""""HDR, Family, Vacation, Macro, Landscape"""""""
Los_Angeles_000298.cr2,cr2,39.85,6000,4000,300,"34.48733, -117.81677",,North America,14,,,
Berlin_000299.jpeg,jpeg,22.25,4032,3024,150,"53° 00' N, 13° 36' E",,Europe,32,,,"""""""Sports, Concert"""""""
Buenos_Aires_000300.cr2,cr2,35.87,1920,1080,600,"-34.46800, -58.38421",,South America,16,,,"""""""Sports, Nature, Holiday, Sunset"""""""
Singapore_000301.arw,arw,16.01,1920,1080,1200,"1° 09' N, 104° 08' E",,Asia,14,,,"""""""Holiday, Vintage, Portrait, Travel, Urban"""""""
Los_Angeles_000302.tiff,tiff,16.22,4032,3024,1200,"35° 16' N, 118° 13' W",,North America,24,,,"""""""Nature, City, Vacation, Night"""""""
Rio_de_Janeiro_000303.jpg,jpg,17.61,5472,3648,96,"-22.47976, -43.07272",,South America,,,Blackhawks,"""""""Sunrise, Macro, Night, City, Concert"""""""
London_000304.tiff,tiff,28.05,3840,2160,1200,"51.25126, 0.00912",,Europe,24,,,"""""""Mountain, Sports"""""""
Sydney_000305.cr2,cr2,32.17,3840,2160,1200,"-34.02756, 150.74444",,Australia,14,,Canadiens,
Paris_000306.cr2,cr2,22.97,4032,3024,1200,"48.76415, 1.91362",,Europe,16,,,"""""""HDR, Nature, Blue Hour"""""""
Singapore_000307.png,png,7.55,4000,3000,150,"1.62595, 103.51320",,Asia,24,,,"""""""City, Concert, Wedding, HDR"""""""
Sydney_000308.nef,nef,41.07,2048,1536,1200,,,Australia,16,Y,Oilers,"""""""Concert, Black and White, Nature, HDR, Event"""""""
Singapore_000309.jpg,jpg,16.5,2048,1536,72,"1° 24' N, 104° 44' E",,Asia,24,,Oilers,"""""""Vacation"""""""
Cairo_000310.nef,nef,39.68,1920,1080,600,"30° 04' N, 32° 28' E",,Africa,14,Y,,"""""""Black and White, Wildlife"""""""
Cairo_000311.jpg,jpg,20.48,1920,1080,72,"30.51351, 31.65313",,Africa,24,,,"""""""Black and White, Blue Hour, Concert, Panorama"""""""
Singapore_000312.arw,arw,29.7,4032,3024,300,"1° 40' N, 103° 40' E",,Asia,14,,,"""""""Vacation, Blue Hour"""""""
Berlin_000313.arw,arw,34.35,5472,3648,300,"52° 00' N, 13° 38' E",,Europe,16,Y,,"""""""Night, Event, Work"""""""
Vancouver_000314.jpg,jpg,3.55,6000,4000,72,"49° 03' N, 123° 28' W",,North America,24,,,"""""""Family"""""""
New_York_000315.nef,nef,42.88,2048,1536,300,"40.75200, -73.52853",,North America,,,,"""""""Event"""""""
Tokyo_000316.jpg,jpg,10.61,4000,3000,300,"35° 12' N, 139° 26' E",Yes,Asia,24,,,"""""""Beach, Landscape, Sunset"""""""
Sydney_000317.tiff,tiff,9.37,1920,1080,1200,"34° 49' S, 151° 40' E",,Australia,24,Y,,"""""""Holiday, Work, Macro"""""""
Paris_000318.tiff,tiff,34.98,1920,1080,300,"48.70775, 1.95902",,Europe,24,,,"""""""Abstract, Travel, Sunset, Architecture, Event"""""""
London_000319.raw,raw,27.93,2048,1536,1200,"52° 03' N, 0° 04' E",,Europe,16,,Rangers,"""""""Portrait, Family"""""""
Cairo_000320.cr2,cr2,29.45,3840,2160,1200,"30° 07' N, 32° 43' E",,Africa,14,,Jets,"""""""Blue Hour, Work, Golden Hour, Food"""""""
Barcelona_000321.arw,arw,33.38,2048,1536,300,"42° 41' N, 2° 41' E",,Europe,16,,,"""""""Blue Hour"""""""
London_000322.raw,raw,30.45,6000,4000,1200,"52° 44' N, 0° 09' E",,Europe,14,,,"""""""Street, Black and White, Night"""""""
Mumbai_000323.cr2,cr2,20.42,1920,1080,1200,"19.38771, 73.33388",,Asia,16,,,"""""""Landscape"""""""
London_000324.png,png,3.94,4032,3024,72,"51° 56' N, 0° 47' E",,Europe,24,Y,,"""""""Mountain, Work, Art"""""""
Tokyo_000325.raw,raw,26.08,1920,1080,1200,"35.60906, 139.87408",,Asia,16,,,"""""""Vacation"""""""
Cape_Town_000326.tiff,tiff,11.31,4032,3024,600,"-33.54080, 18.83335",,Africa,32,,Bruins,"""""""Nature, Forest, Portrait, Beach"""""""
Mumbai_000327.cr2,cr2,30.23,3840,2160,1200,"19° 27' N, 73° 05' E",,,16,Y,,"""""""Vintage, Food, Mountain"""""""
Los_Angeles_000328.jpeg,jpeg,22.82,6000,4000,300,"34° 03' N, 119° 04' W",,North America,24,,,"""""""Holiday, Work, Beach"""""""
Mumbai_000329.cr2,cr2,17.79,1920,1080,600,"18.87730, 72.53462",,Asia,14,Y,,"""""""Sunrise, Family, City"""""""
New_York_000330.tiff,tiff,15.68,5472,3648,300,"41° 21' N, 74° 35' W",,North America,,,,"""""""Street, Mountain, Portrait"""""""
Berlin_000331.jpeg,jpeg,16.31,3264,2448,150,,,Europe,24,,,"""""""Family, Vintage, Concert, Abstract, Sunrise"""""""
New_York_000332.png,png,21.04,3264,2448,300,"40.79238, -73.82871",,North America,,,,"""""""Macro, Wildlife, Vintage, Landscape, Art"""""""
London_000333.tif,tif,24.47,5472,3648,600,"51.23142, -0.33092",,Europe,48,,,"""""""Architecture, Sports, Street, Forest, Event"""""""
Rio_de_Janeiro_000334.png,png,23.92,3840,2160,72,"-22.95529, -43.22439",,South America,24,,,"""""""Sunset, Portrait, Macro"""""""
Mumbai_000335.cr2,cr2,21.4,3840,2160,300,,,Asia,16,Y,Bruins,"""""""Abstract, Event"""""""
Buenos_Aires_000336.tiff,tiff,8.37,2048,1536,600,"35° 31' S, 58° 38' W",,South America,32,,,"""""""Portrait"""""""
Tokyo_000337.tiff,tiff,22.75,2048,1536,1200,"35° 14' N, 140° 56' E",,Asia,24,,,"""""""Holiday, City, Sports, Blue Hour"""""""
Cairo_000338.nef,nef,33.21,3264,2448,300,"30.24663, 30.93853",,Africa,,,Senators,"""""""Concert, Family, Work, Panorama"""""""
Cairo_000339.nef,nef,38.99,3840,2160,300,"30.43725, 31.43966",,Africa,,Y,,"""""""Sports, Concert, Vacation"""""""
Singapore_000340.png,png,8.74,3840,2160,72,,,,24,Y,,"""""""Event, Vintage, Family, Macro"""""""
Mumbai_000341.nef,nef,29.16,4032,3024,300,"18.60362, 72.45433",,Asia,16,,,"""""""Landscape, Concert"""""""
Los_Angeles_000342.png,png,7.82,3840,2160,150,"34° 20' N, 118° 50' W",,North America,24,Y,,"""""""Macro, Panorama"""""""
Tokyo_000343.nef,nef,25.28,1920,1080,600,"35° 28' N, 140° 16' E",,Asia,16,Y,,"""""""Art, Sports"""""""
Mumbai_000344.jpg,jpg,18.75,1920,1080,300,"18.86570, 72.74012",Yes,Asia,,,,"""""""Portrait, Forest, Art, Work"""""""
London_000345.png,png,14.06,6000,4000,96,,Yes,Europe,,,Jets,"""""""Holiday, Food, Sunrise"""""""
Tokyo_000346.raw,raw,26.13,1920,1080,300,"36.11231, 139.46404",,Asia,14,,,"""""""Wildlife, Macro, Landscape, Concert"""""""
Barcelona_000347.tif,tif,17.08,6000,4000,1200,"41° 53' N, 2° 18' E",,Europe,48,,,"""""""Architecture, Mountain, Panorama, Golden Hour, Food"""""""
Mumbai_000348.nef,nef,32.65,4032,3024,1200,"19° 47' N, 73° 53' E",,Asia,16,Y,,
London_000349.png,png,2.38,4000,3000,300,"51.04946, 0.12847",,Europe,32,,,"""""""Golden Hour, Sunrise, City"""""""
Sydney_000350.tif,tif,24.82,5472,3648,600,"34° 12' S, 151° 18' E",Yes,Australia,,Y,,"""""""Sports, Black and White, Golden Hour, Panorama, Work"""""""
Rio_de_Janeiro_000351.nef,nef,38.81,6000,4000,300,"23° 15' S, 43° 48' W",,South America,16,,,"""""""Event, Urban, Black and White, Family, Beach"""""""
Rio_de_Janeiro_000352.tiff,tiff,26.08,2048,1536,600,"-22.62687, -43.28068",,South America,32,,,"""""""Blue Hour, Wedding, Macro, Golden Hour"""""""
New_York_000353.tiff,tiff,27.74,2048,1536,1200,"41° 31' N, 74° 45' W",,North America,24,,,"""""""Nature, HDR, Black and White, Night, Holiday"""""""
Mumbai_000354.jpg,jpg,18.54,1920,1080,72,"19° 04' N, 73° 03' E",,Asia,32,Y,,"""""""Travel, Holiday, Forest, Black and White, Architecture"""""""
Mumbai_000355.tiff,tiff,11.27,4032,3024,1200,"19.17670, 73.19258",,Asia,24,,,
Rio_de_Janeiro_000356.jpg,jpg,9.14,6000,4000,150,"-23.14100, -43.43276",,South America,32,Y,,"""""""Abstract, Macro"""""""
New_York_000357.arw,arw,26.56,4000,3000,1200,"41° 34' N, 74° 44' W",,North America,,,,"""""""Street, Sunset"""""""
Los_Angeles_000358.nef,nef,34.86,3840,2160,300,"34.33431, -118.01000",,North America,,Y,,"""""""Panorama, Holiday, Sports, Blue Hour"""""""
Cape_Town_000359.arw,arw,29.42,3840,2160,300,"34° 49' S, 19° 39' E",,Africa,,Y,,"""""""Black and White, Family"""""""
Rio_de_Janeiro_000360.jpeg,jpeg,15.68,4000,3000,150,"23° 34' S, 43° 41' W",,South America,24,,,"""""""Night, Wedding, Street, Black and White, Food"""""""
Berlin_000361.tif,tif,29.52,6000,4000,300,"52.62448, 13.49109",,,48,,,"""""""Travel, Mountain, Sports, Nature, Concert"""""""
Singapore_000362.jpg,jpg,8.89,4032,3024,96,"1° 34' N, 104° 56' E",,Asia,24,,Bruins,
Cairo_000363.tif,tif,31.89,2048,1536,600,"30° 31' N, 31° 56' E",,Africa,,,,"""""""Food"""""""
Vancouver_000364.png,png,17.2,6000,4000,96,"49.00161, -123.17209",,North America,24,Y,,"""""""Vacation, Art, Urban, Beach, Sunrise"""""""
Buenos_Aires_000365.png,png,15.31,4000,3000,300,"35° 50' S, 59° 45' W",,South America,32,,,
Barcelona_000366.cr2,cr2,38.41,6000,4000,1200,"41° 01' N, 3° 21' E",,Europe,14,,,"""""""Sunset, Street, Travel, Black and White"""""""
Berlin_000367.nef,nef,36.84,5472,3648,1200,"52° 58' N, 13° 49' E",,Europe,14,,,"""""""Wildlife"""""""
Barcelona_000368.tif,tif,26.51,4000,3000,1200,"41.04186, 1.74736",Yes,Europe,32,Y,Jets,"""""""Sunrise, Family, Vacation, Black and White, Night"""""""
Rio_de_Janeiro_000369.jpg,jpg,8.14,6000,4000,150,"22° 35' S, 44° 32' W",,South America,24,Y,,"""""""Event, Vintage"""""""
Vancouver_000370.raw,raw,42.09,4000,3000,600,"48.98685, -122.85771",,North America,14,,,"""""""Forest, Landscape"""""""
Mumbai_000371.jpg,jpg,5.65,2048,1536,72,"19° 49' N, 73° 05' E",,Asia,24,,,"""""""Golden Hour, City, Event, Macro"""""""
Paris_000372.jpeg,jpeg,15.91,1920,1080,300,,Yes,Europe,24,,,"""""""Forest, Beach, Festival"""""""
Singapore_000373.tiff,tiff,22.69,3264,2448,600,"1.77978, 103.51401",,Asia,48,,,"""""""Street"""""""
London_000374.nef,nef,17.32,3264,2448,300,"51.51198, 0.05844",,Europe,16,,,"""""""Travel, Work, Art, Macro, Night"""""""
Los_Angeles_000375.cr2,cr2,19.98,6000,4000,300,"34° 41' N, 118° 31' W",,North America,16,,,"""""""Macro, Landscape, Vintage"""""""
Paris_000376.arw,arw,28.29,6000,4000,1200,,,Europe,14,Y,,"""""""Portrait, Golden Hour, Concert, Vintage"""""""
Sydney_000377.arw,arw,34.18,6000,4000,600,"34° 08' S, 151° 31' E",,Australia,16,,,
Sydney_000378.raw,raw,17.58,2048,1536,1200,"-33.77414, 151.51103",,Australia,16,,,"""""""Travel, Night, Portrait, Landscape, Urban"""""""
Buenos_Aires_000379.jpeg,jpeg,10.04,3264,2448,300,,Yes,South America,24,Y,,"""""""Sunrise, Mountain"""""""
New_York_000380.cr2,cr2,43.22,2048,1536,300,"41° 45' N, 74° 05' W",,North America,14,Y,,"""""""Sunrise, Landscape, Blue Hour"""""""
Berlin_000381.raw,raw,25.72,5472,3648,600,"52° 43' N, 14° 48' E",Yes,Europe,,,,"""""""Sunrise, Art, Landscape, Food, Wildlife"""""""
Buenos_Aires_000382.tif,tif,28.77,4032,3024,1200,"-35.04323, -57.98014",,South America,48,Y,,"""""""Art, City, Holiday, Forest"""""""
Cairo_000383.tif,tif,27.52,6000,4000,600,,,,,,,
Tokyo_000384.raw,raw,28.03,1920,1080,600,"35.29995, 139.90927",,Asia,16,,,"""""""Architecture, Holiday, Beach"""""""
